country_observed_name,state_or_province_observed_name,mining_name,authors,year,month
Canada,New Brunswick,Mount Pleasant Property,"Steven McCutcheon, John Reddick, Tim McKeen, Stephanie Scott, Dorota El-Rassi, Michael Kociumbas",2013,10
