country_observed_name,state_or_province_observed_name,mining_name,authors,year,month
Canada,Ontario,Thunder Bay North Polymetallic Project,"Greg Kulla, David G. Thomas, Lynton Gormely, Ted Eggleston, Stella Searston",2010,10
