country_observed_name,state_or_province_observed_name,mining_name,authors,year,month
Canada,Yukkon,Northern Dancer Project,"Mo Molavi, Gergory Hollett, Warwick S. Board, Matt Bolu, Peter Smith, John Lemieux, Dennis E. Nertherton, Erik Nyland, Scott Weston",2011,3
