country_observed_name,state_or_province_observed_name,mining_name,authors,year,month
Canada,Ontario,Marathon PGM-CU Property,"Tim Mann, Eugene Puritch, David Orava,Al Hayden, Tracy Armstrong, Wayne Ewert",2006,6
