commodity_observed_name,category_observed_name,ore_unit_observed_name,ore_value,grade_unit_observed_name,grade_value,cutoff_grade_unit_observed_name,cutoff_grade_value,contained_metal,zone
Niobium,indicated,short tons,25500000.0,percent,0.53,percent,0.3,,James Bay Niobium Project
Niobium,inferred,short tons,25300000.0,percent,0.51,percent,0.3,,James Bay Niobium Project
