country_observed_name,state_or_province_observed_name,mining_name,authors,year,month
Canada,British Columbia,Red Chris Project,"Rob Stewart, Brett Swanson, Michael Sykes, Laurie Reemeyer, Bing Wang, Philip Stephenson",2021,6
