country_observed_name,state_or_province_observed_name,mining_name,authors,year,month
Canada,Ontario,Thunder Bay North Polymetallic Project,"David G. Thomas, Jay Melnyk, Lynton Gormely, Stella Searston, Greg Kulla",2011,3
