country_observed_name,state_or_province_observed_name,mining_name,authors,year,month
Canada,Quebec,Whabouchi Property,"Andre Laferriere, Yves Dessureault, Nicholas Skiadas,Gary H.K. Pearse, Ann Lamontagne, Isabelle Larouche, Alain Michaud, Michel Bilodeau, Celine Charbonneau",2013,2
