country_observed_name,state_or_province_observed_name,mining_name,authors,year,month
Canada,Quebec,Whabouchi Property,"Jean-Philippe Paiement, Nicolas Skiadas, Gary H.K. Pearse, Martin Stapinsky, Clive Brereton, Peter G. Symons, Paul G. Symons, Paul Bonneville, Daniel Gagnon, Genevieve Clayton, Alain Michaud, Andre Boilard",2014,6
