country_observed_name,state_or_province_observed_name,mining_name,authors,year,month
Canada,Quebec,Niobec Mine,"Graham G. Clow, Bernard Salmon, Marc Lavigne, Barry McDonough, Pierre Pelletier, Daniel Vallieres", 2011,6
